"metabolite_id","dataset_id","study_name","platform","merge_variable","input_metabolite_name","input_metabid","input_chemical_id","input_comp_id","input_hmdb_id","input_cas","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","Standardized name"
"BIO_CH3CH2CH2N",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3CH2(CH2)n (fatty acyl chains)","ch3ch2_ch2_n__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3CH2N",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3(CH2)n (fatty acyl chains)","ch3_ch2_n__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH23CH2CH2C",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3CH2CH2C= (fatty acyl chains)","ch3ch2ch2c___fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CHCH",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH=CH (fatty acyl residues)","ch_ch__fatty_acyl_residues_",NA,"","","","",NA,"","",NA,NA
"BIO_CHOCOR",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CHOCOR (glyceryl moyety)","chocor__glyceryl_moyety_",NA,"","","","",NA,"","",NA,NA
"BIO_NCH3",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","NCH3 (N-acetyl groups)","nch3__n_acetyl_groups_",NA,"","","","",NA,"","",NA,NA
"BIO_NCH33",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","N(CH3)3<U+00A0>(choline head group)","n_ch3_3<U+00A0>_choline_head_group_",NA,"","","","",NA,"","",NA,NA
"BM00004",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Concentration of chylomicrons and extremely large VLDL particles (mol/l)","xxl_vldl_p",NA,"","","","",NA,"","",NA,NA
"BM00004",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles (mol/l)","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles (mol/l)","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",26,"Southall and Brent Revisited","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles","mf_xxl_vldl_p_v1",NA,"","","","",NA,"","",NA,NA
"BM00004",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles ( XXL-VLDL-P )","bm00004",NA,"","","","",NA,"","",NA,NA
"BM00004",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles (mol/l)","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Concentration of chylomicrons and extremely large VLDL particles (mol/l)","XXL_VLDL_P",NA,"","","","",NA,"","",NA,NA
"BM00004",55,"Whitehall II","Nightingale Health","NEW UID","Concentration of chylomicrons and extremely large VLDL particles (mol/L) (s5)","xxl_vldl_p",NA,"","","","",NA,"","",NA,NA
"BM00004",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldlp","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-P","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-P","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-P","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00004",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-P","xxlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00005",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Total lipids in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_l",NA,"","","","",NA,"","",NA,NA
"BM00005",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",26,"Southall and Brent Revisited","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL","mf_xxl_vldl_l_v1",NA,"","","","",NA,"","",NA,NA
"BM00005",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL ( XXL-VLDL-L )","bm00005",NA,"","","","",NA,"","",NA,NA
"BM00005",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_L",NA,"","","","",NA,"","",NA,NA
"BM00005",55,"Whitehall II","Nightingale Health","NEW UID","Total lipids in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_l",NA,"","","","",NA,"","",NA,NA
"BM00005",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldll","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-L","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-L","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-L","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00005",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-L","xxlvldll",NA,"","","","",NA,"","",NA,NA
"BM00006",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Phospholipids in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_pl",NA,"","","","",NA,"","",NA,NA
"BM00006",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in chylomicrons and extremely large VLDL ( XXL-VLDL-PL )","bm00006",NA,"","","","",NA,"","",NA,NA
"BM00006",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_PL",NA,"","","","",NA,"","",NA,NA
"BM00006",55,"Whitehall II","Nightingale Health","NEW UID","Phospholipids in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_pl",NA,"","","","",NA,"","",NA,NA
"BM00006",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldlpl","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-PL","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-PL","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-PL","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00006",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-PL","xxlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00007",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_c",NA,"","","","",NA,"","",NA,NA
"BM00007",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Total cholesterol in chylomicrons and extremely large VLDL ( XXL-VLDL-C )","bm00007",NA,"","","","",NA,"","",NA,NA
"BM00007",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_C",NA,"","","","",NA,"","",NA,NA
"BM00007",55,"Whitehall II","Nightingale Health","NEW UID","Total cholesterol in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_c",NA,"","","","",NA,"","",NA,NA
"BM00007",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldlc","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-C","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-C","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-C","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00007",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-C","xxlvldlc",NA,"","","","",NA,"","",NA,NA
"BM00008",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_ce",NA,"","","","",NA,"","",NA,NA
"BM00008",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Cholesterol esters in chylomicrons and extremely large VLDL ( XXL-VLDL-CE )","bm00008",NA,"","","","",NA,"","",NA,NA
"BM00008",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_CE",NA,"","","","",NA,"","",NA,NA
"BM00008",55,"Whitehall II","Nightingale Health","NEW UID","Cholesterol esters in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_ce",NA,"","","","",NA,"","",NA,NA
"BM00008",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldlce","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-CE","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-CE","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-CE","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00008",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-CE","xxlvldlce",NA,"","","","",NA,"","",NA,NA
"BM00009",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_fc",NA,"","","","",NA,"","",NA,NA
"BM00009",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Free cholesterol in chylomicrons and extremely large VLDL ( XXL-VLDL-FC )","bm00009",NA,"","","","",NA,"","",NA,NA
"BM00009",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_FC",NA,"","","","",NA,"","",NA,NA
"BM00009",55,"Whitehall II","Nightingale Health","NEW UID","Free cholesterol in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_fc",NA,"","","","",NA,"","",NA,NA
"BM00009",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldlfc","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-FC","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-FC","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-FC","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00009",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-FC","xxlvldlfc",NA,"","","","",NA,"","",NA,NA
"BM00010",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Triglycerides in chylomicrons and extremely large VLDL (mmol/l)","xxl_vldl_tg",NA,"","","","",NA,"","",NA,NA
"BM00010",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Triglycerides in chylomicrons and extremely large VLDL (mmol/l)","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Triglycerides in chylomicrons and extremely large VLDL (mmol/l)","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Triglycerides in chylomicrons and extremely large VLDL ( XXL-VLDL-TG )","bm00010",NA,"","","","",NA,"","",NA,NA
"BM00010",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Triglycerides in chylomicrons and extremely large VLDL (mmol/l)","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Triglycerides in chylomicrons and extremely large VLDL (mmol/l)","XXL_VLDL_TG",NA,"","","","",NA,"","",NA,NA
"BM00010",55,"Whitehall II","Nightingale Health","NEW UID","Triglycerides in chylomicrons and extremely large VLDL (mmol/L) (s5)","xxl_vldl_tg",NA,"","","","",NA,"","",NA,NA
"BM00010",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xxlvldltg","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-TG","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-TG","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-TG","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00010",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XXL-VLDL-TG","xxlvldltg",NA,"","","","",NA,"","",NA,NA
"BM00011",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Concentration of very large VLDL particles (mol/l)","xl_vldl_p",NA,"","","","",NA,"","",NA,NA
"BM00011",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLDL particles (mol/l)","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLDL particles (mol/l)","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",26,"Southall and Brent Revisited","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLdl particles","mf_xl_vldl_p_v1",NA,"","","","",NA,"","",NA,NA
"BM00011",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLDL particles ( XL-VLDL-P )","bm00011",NA,"","","","",NA,"","",NA,NA
"BM00011",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLDL particles (mol/l)","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Concentration of very large VLDL particles (mol/l)","XL_VLDL_P",NA,"","","","",NA,"","",NA,NA
"BM00011",55,"Whitehall II","Nightingale Health","NEW UID","Concentration of very large VLDL particles (mol/L) (s5)","xl_vldl_p",NA,"","","","",NA,"","",NA,NA
"BM00011",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xlvldlp","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-P","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-P","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-P","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00011",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-P","xlvldlp",NA,"","","","",NA,"","",NA,NA
"BM00012",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Total lipids in very large VLDL (mmol/l)","xl_vldl_l",NA,"","","","",NA,"","",NA,NA
"BM00012",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLDL (mmol/l)","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLDL (mmol/l)","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",26,"Southall and Brent Revisited","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLdl","mf_xl_vldl_l_v1",NA,"","","","",NA,"","",NA,NA
"BM00012",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLDL ( XL-VLDL-L )","bm00012",NA,"","","","",NA,"","",NA,NA
"BM00012",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLDL (mmol/l)","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Total lipids in very large VLDL (mmol/l)","XL_VLDL_L",NA,"","","","",NA,"","",NA,NA
"BM00012",55,"Whitehall II","Nightingale Health","NEW UID","Total lipids in very large VLDL (mmol/L) (s5)","xl_vldl_l",NA,"","","","",NA,"","",NA,NA
"BM00012",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","xlvldll","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-L","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",61,"FINRISK07","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-L","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",62,"FINRISK12","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-L","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00012",63,"FINRISK97","Nightingale Health","NIGHTINGALE_ID","XL-VLDL-L","xlvldll",NA,"","","","",NA,"","",NA,NA
"BM00013",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Phospholipids in very large VLDL (mmol/l)","xl_vldl_pl",NA,"","","","",NA,"","",NA,NA
"BM00013",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in very large VLDL (mmol/l)","xlvldlpl",NA,"","","","",NA,"","",NA,NA
"BM00013",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Phospholipids in very large VLDL (mmol/l)","xlvldlpl",NA,"","","","",NA,"","",NA,NA
