"uid_01","hmdb_id","biochemical","uid_01_final","hmdb_id_final","biochemical_final","biochemical_final_final","biochemical_final_final_final","uid_01_final_1","uid_01_final_2"
"HMDB11342","HMDB0011342","PE(P-16:0/18:1(9Z))","HMDB11342","HMDB0011342","PE(P-16:0/18:1(9Z))","PE(P-16:0/18:1(9Z))","pe_p_16_0_18_1_9z","HMDB11342","HMDB0011342"
"HMDB11207","HMDB0011207","PC(P-16:0/16:1(9Z))","HMDB11207","HMDB0011207","PC(P-16:0/16:1(9Z))","PC(P-16:0/16:1(9Z))","pc_p_16_0_16_1_9z","HMDB11207","HMDB0011207"
"HMDB11206","HMDB0011206","PC(P-16:0/16:0)","HMDB11206","HMDB0011206","PC(P-16:0/16:0)","PC(P-16:0/16:0)","pc_p_16_0_16_0","HMDB11206","HMDB0011206"
"HMDB10407","HMDB0010407","LysoPC(P-16:0)","HMDB10407","HMDB0010407","LysoPC(P-16:0)","LysoPC(P-16:0)","lysopc_p_16_0","HMDB10407","HMDB0010407"
"CHEM100003000","","1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*","CHEM100003000","","1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1_1_enyl_palmitoyl_gpe_p_16_0","CHEM100003000","CHEM100003000"
"CHEM100003000","","1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*","CHEM100003000","","1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*","1-palmitoylplasmenylethanolamine*","1_palmitoylplasmenylethanolamine","CHEM100003000","CHEM100003000"
"HMDB05779","HMDB0005779","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05779","HMDB0005779","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","pe_o_18_1_1z_20_4_5z_8z_11z_14z","HMDB05779","HMDB0005779"
"HMDB11376","HMDB0011376","PE(P-18:0/18:2(9Z,12Z))","HMDB11376","HMDB0011376","PE(P-18:0/18:2(9Z,12Z))","PE(P-18:0/18:2(9Z,12Z))","pe_p_18_0_18_2_9z_12z","HMDB11376","HMDB0011376"
"HMDB11375","HMDB0011375","PE(P-18:0/18:1(9Z))","HMDB11375","HMDB0011375","PE(P-18:0/18:1(9Z))","PE(P-18:0/18:1(9Z))","pe_p_18_0_18_1_9z","HMDB11375","HMDB0011375"
"CHEM100003001","","1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*","CHEM100003001","","1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1_1_enyl_stearoyl_gpe_p_18_0","CHEM100003001","CHEM100003001"
"CHEM100003001","","1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*","CHEM100003001","","1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*","1-stearoylplasmenylethanolamine*","1_stearoylplasmenylethanolamine","CHEM100003001","CHEM100003001"
"CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","1-arachidonoyl-GPA (20:4)","1_arachidonoyl_gpa_20_4","CHEM100004442","CHEM100004442"
"CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","1-arachidonoylglyercophosphate","1_arachidonoylglyercophosphate","CHEM100004442","CHEM100004442"
"CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","CHEM100004442","","1-arachidonoyl-GPA (20:4) or 1-arachidonoylglyercophosphate or 1-arachidonoyl LPA","1-arachidonoyl LPA","1_arachidonoyl lpa","CHEM100004442","CHEM100004442"
"HMDB10395","HMDB0010395","LysoPC(20:4(5Z,8Z,11Z,14Z))","HMDB10395","HMDB0010395","LysoPC(20:4(5Z,8Z,11Z,14Z))","LysoPC(20:4(5Z,8Z,11Z,14Z))","lysopc_20_4_5z_8z_11z_14z","HMDB10395","HMDB0010395"
"HMDB11517","HMDB0011517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB11517","HMDB0011517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)","lysope_20_4_5z_8z_11z_14z_0_0","HMDB11517","HMDB0011517"
"HMDB61690","HMDB0061690","1-Arachidonoylglycerophosphoinositol","HMDB61690","HMDB0061690","1-Arachidonoylglycerophosphoinositol","1-Arachidonoylglycerophosphoinositol","1_arachidonoylglycerophosphoinositol","HMDB61690","HMDB0061690"
"HMDB11549_HMDB11572","HMDB0011549","MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB11549_HMDB11572","HMDB0011549","MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)","MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)","mg_0_0_20_4_8z_11z_14z_17z_0_0","HMDB11549_HMDB11572","HMDB0011549_HMDB11572"
"CHEM100006121","","1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)","CHEM100006121","","1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)","1-dihomo-linolenylglycerol (20:3)","1_dihomo_linolenylglycerol_20_3","CHEM100006121","CHEM100006121"
"CHEM100006121","","1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)","CHEM100006121","","1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)","1-dihomo-linolenylglycerol (alpha, gamma)","1_dihomo_linolenylglycerol_alpha_gamma","CHEM100006121","CHEM100006121"
"HMDB11587","HMDB0011587","MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)","HMDB11587","HMDB0011587","MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)","MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)","mg_22_6_4z_7z_10z_13z_16z_19z_0_0_0_0","HMDB11587","HMDB0011587"
"CHEM100002394","","1-hydroxy-2-naphthalenecarboxylate","CHEM100002394","","1-hydroxy-2-naphthalenecarboxylate","1-hydroxy-2-naphthalenecarboxylate","1_hydroxy_2_naphthalenecarboxylate","CHEM100002394","CHEM100002394"
"HMDB10405","HMDB0010405","LysoPC(24:0)","HMDB10405","HMDB0010405","LysoPC(24:0)","LysoPC(24:0)","lysopc_24_0","HMDB10405","HMDB0010405"
"HMDB10388","HMDB0010388","LysoPC(18:3(9Z,12Z,15Z))","HMDB10388","HMDB0010388","LysoPC(18:3(9Z,12Z,15Z))","LysoPC(18:3(9Z,12Z,15Z))","lysopc_18_3_9z_12z_15z","HMDB10388","HMDB0010388"
"HMDB11569","HMDB0011569","MG(18:3(6Z,9Z,12Z)/0:0/0:0)","HMDB11569","HMDB0011569","MG(18:3(6Z,9Z,12Z)/0:0/0:0)","MG(18:3(6Z,9Z,12Z)/0:0/0:0)","mg_18_3_6z_9z_12z_0_0_0_0","HMDB11569","HMDB0011569"
"HMDB08147","HMDB0008147","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB08147","HMDB0008147","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","pc_18_2_9z_12z_20_4_5z_8z_11z_14z","HMDB08147","HMDB0008147"
"HMDB08141","HMDB0008141","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","HMDB08141","HMDB0008141","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","pc_18_2_9z_12z_18_3_9z_12z_15z","HMDB08141","HMDB0008141"
"HMDB07856","HMDB0007856","LysoPA(18:2(9Z,12Z)/0:0)","HMDB07856","HMDB0007856","LysoPA(18:2(9Z,12Z)/0:0)","LysoPA(18:2(9Z,12Z)/0:0)","lysopa_18_2_9z_12z_0_0","HMDB07856","HMDB0007856"
"HMDB10386","HMDB0010386","LysoPC(18:2(9Z,12Z))","HMDB10386","HMDB0010386","LysoPC(18:2(9Z,12Z))","LysoPC(18:2(9Z,12Z))","lysopc_18_2_9z_12z","HMDB10386","HMDB0010386"
"HMDB11507","HMDB0011507","LysoPE(18:2(9Z,12Z)/0:0)","HMDB11507","HMDB0011507","LysoPE(18:2(9Z,12Z)/0:0)","LysoPE(18:2(9Z,12Z)/0:0)","lysope_18_2_9z_12z_0_0","HMDB11507","HMDB0011507"
"CHEM100009227","","1-linoleoyl-GPG (18:2)*","CHEM100009227","","1-linoleoyl-GPG (18:2)*","1-linoleoyl-GPG (18:2)*","1_linoleoyl_gpg_18_2","CHEM100009227","CHEM100009227"
"CHEM100001778","","1-linoleoylglycerophosphoinositol* or 1-linoleoyl-GPI (18:2)*","CHEM100001778","","1-linoleoylglycerophosphoinositol* or 1-linoleoyl-GPI (18:2)*","1-linoleoylglycerophosphoinositol*","1_linoleoylglycerophosphoinositol","CHEM100001778","CHEM100001778"
"CHEM100001778","","1-linoleoylglycerophosphoinositol* or 1-linoleoyl-GPI (18:2)*","CHEM100001778","","1-linoleoylglycerophosphoinositol* or 1-linoleoyl-GPI (18:2)*","1-linoleoyl-GPI (18:2)*","1_linoleoyl_gpi_18_2","CHEM100001778","CHEM100001778"
"CHEM100001040","","1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2)","CHEM100001040","","1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2)","1-linoleoylglycerol (1-monolinolein)","1_linoleoylglycerol_1_monolinolein","CHEM100001040","CHEM100001040"
"CHEM100001040","","1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2)","CHEM100001040","","1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)","1_linoleoylglycerol_18_2","CHEM100001040","CHEM100001040"
"CHEM100001429","","1-margaroylglycerol (17:0)","CHEM100001429","","1-margaroylglycerol (17:0)","1-margaroylglycerol (17:0)","1_margaroylglycerol_17_0","CHEM100001429","CHEM100001429"
"HMDB01522","HMDB0001522","Methylguanidine","HMDB01522","HMDB0001522","Methylguanidine","Methylguanidine","methylguanidine","HMDB01522","HMDB0001522"
"HMDB03282","HMDB0003282","1-Methylguanine","HMDB03282","HMDB0003282","1-Methylguanine","1-Methylguanine","1_methylguanine","HMDB03282","HMDB0003282"
"HMDB00898","HMDB0000898","1-Methylhistamine","HMDB00898","HMDB0000898","1-Methylhistamine","1-Methylhistamine","1_methylhistamine","HMDB00898","HMDB0000898"
"HMDB00001","HMDB0000001","1-Methylhistidine","HMDB00001","HMDB0000001","1-Methylhistidine","1-Methylhistidine","1_methylhistidine","HMDB00001","HMDB0000001"
"HMDB02820","HMDB0002820","Methylimidazoleacetic acid","HMDB02820","HMDB0002820","Methylimidazoleacetic acid","Methylimidazoleacetic acid","methylimidazoleacetic acid","HMDB02820","HMDB0002820"
"HMDB00699","HMDB0000699","1-Methylnicotinamide","HMDB00699","HMDB0000699","1-Methylnicotinamide","1-Methylnicotinamide","1_methylnicotinamide","HMDB00699","HMDB0000699"
"HMDB03099","HMDB0003099","1-Methyluric acid","HMDB03099","HMDB0003099","1-Methyluric acid","1-Methyluric acid","1_methyluric acid","HMDB03099","HMDB0003099"
"HMDB10738","HMDB0010738","1-Methylxanthine","HMDB10738","HMDB0010738","1-Methylxanthine","1-Methylxanthine","1_methylxanthine","HMDB10738","HMDB0010738"
"HMDB07883","HMDB0007883","PC(14:0/20:4(5Z,8Z,11Z,14Z))","HMDB07883","HMDB0007883","PC(14:0/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))","pc_14_0_20_4_5z_8z_11z_14z","HMDB07883","HMDB0007883"
"CHEM100000672","HMDB0007869","PC(14:0/16:0)","CHEM100000672","HMDB0007869","PC(14:0/16:0)","PC(14:0/16:0)","pc_14_0_16_0","CHEM100000672","CHEM100000672"
"HMDB11561","HMDB0011561","MG(14:0/0:0/0:0)","HMDB11561","HMDB0011561","MG(14:0/0:0/0:0)","MG(14:0/0:0/0:0)","mg_14_0_0_0_0_0","HMDB11561","HMDB0011561"
"CHEM100009219","HMDB0009069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","CHEM100009219","HMDB0009069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","pe_18_1_9z_20_4_5z_8z_11z_14z","CHEM100009219","CHEM100009219"
"CHEM100009130","HMDB0008123","PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","CHEM100009130","HMDB0008123","PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","pc_18_1_9z_22_6_4z_7z_10z_13z_16z_19z","CHEM100009130","CHEM100009130"
"COMP53209","","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*","COMP53209","","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*","1_oleoyl_2_docosahexaenoyl_gpe_18_1_22_6","COMP53209","COMP53209"
"CHEM100001671","","1-oleoyl-GPA (18:1) or 1-oleoylglycerophosphate","CHEM100001671","","1-oleoyl-GPA (18:1) or 1-oleoylglycerophosphate","1-oleoyl-GPA (18:1)","1_oleoyl_gpa_18_1","CHEM100001671","CHEM100001671"
"CHEM100001671","","1-oleoyl-GPA (18:1) or 1-oleoylglycerophosphate","CHEM100001671","","1-oleoyl-GPA (18:1) or 1-oleoylglycerophosphate","1-oleoylglycerophosphate","1_oleoylglycerophosphate","CHEM100001671","CHEM100001671"
"HMDB02815","HMDB0002815","LysoPC(18:1(9Z))","HMDB02815","HMDB0002815","LysoPC(18:1(9Z))","LysoPC(18:1(9Z))","lysopc_18_1_9z","HMDB02815","HMDB0002815"
"HMDB11506","HMDB0011506","LysoPE(18:1(9Z)/0:0)","HMDB11506","HMDB0011506","LysoPE(18:1(9Z)/0:0)","LysoPE(18:1(9Z)/0:0)","lysope_18_1_9z_0_0","HMDB11506","HMDB0011506"
"CHEM100005716","","1-oleoyl-GPG (18:1)* or 1-oleoylglycerophosphoglycerol*","CHEM100005716","","1-oleoyl-GPG (18:1)* or 1-oleoylglycerophosphoglycerol*","1-oleoyl-GPG (18:1)*","1_oleoyl_gpg_18_1","CHEM100005716","CHEM100005716"
"CHEM100005716","","1-oleoyl-GPG (18:1)* or 1-oleoylglycerophosphoglycerol*","CHEM100005716","","1-oleoyl-GPG (18:1)* or 1-oleoylglycerophosphoglycerol*","1-oleoylglycerophosphoglycerol*","1_oleoylglycerophosphoglycerol","CHEM100005716","CHEM100005716"
"CHEM100001777","","1-oleoyl-GPI (18:1)* or 1-oleoylglycerophosphoinositol*","CHEM100001777","","1-oleoyl-GPI (18:1)* or 1-oleoylglycerophosphoinositol*","1-oleoyl-GPI (18:1)*","1_oleoyl_gpi_18_1","CHEM100001777","CHEM100001777"
"CHEM100001777","","1-oleoyl-GPI (18:1)* or 1-oleoylglycerophosphoinositol*","CHEM100001777","","1-oleoyl-GPI (18:1)* or 1-oleoylglycerophosphoinositol*","1-oleoylglycerophosphoinositol*","1_oleoylglycerophosphoinositol","CHEM100001777","CHEM100001777"
"HMDB11567","HMDB0011567","MG(18:1(9Z)/0:0/0:0)","HMDB11567","HMDB0011567","MG(18:1(9Z)/0:0/0:0)","MG(18:1(9Z)/0:0/0:0)","mg_18_1_9z_0_0_0_0","HMDB11567","HMDB0011567"
"HMDB08008","HMDB0008008","PC(16:1(9Z)/18:3(9Z,12Z,15Z))","HMDB08008","HMDB0008008","PC(16:1(9Z)/18:3(9Z,12Z,15Z))","PC(16:1(9Z)/18:3(9Z,12Z,15Z))","pc_16_1_9z_18_3_9z_12z_15z","HMDB08008","HMDB0008008"
"CHEM100001511","HMDB0010383","LysoPC(16:1(9Z))","CHEM100001511","HMDB0010383","LysoPC(16:1(9Z))","LysoPC(16:1(9Z))","lysopc_16_1_9z","CHEM100001511","CHEM100001511"
"CHEM100008952","HMDB0011565","MG(16:1(9Z)/0:0/0:0)","CHEM100008952","HMDB0011565","MG(16:1(9Z)/0:0/0:0)","MG(16:1(9Z)/0:0/0:0)","mg_16_1_9z_0_0_0_0","CHEM100008952","CHEM100008952"
"HMDB07982","HMDB0007982","PC(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB07982","HMDB0007982","PC(16:0/20:4(5Z,8Z,11Z,14Z))","PC(16:0/20:4(5Z,8Z,11Z,14Z))","pc_16_0_20_4_5z_8z_11z_14z","HMDB07982","HMDB0007982"
"HMDB05323","HMDB05323","PE(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB05323","HMDB0005323","PE(16:0/20:4(5Z,8Z,11Z,14Z))","PE(16:0/20:4(5Z,8Z,11Z,14Z))","pe_16_0_20_4_5z_8z_11z_14z","HMDB05323","HMDB0005323"
"HMDB09789","HMDB0009789","PI(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB09789","HMDB0009789","PI(16:0/20:4(5Z,8Z,11Z,14Z))","PI(16:0/20:4(5Z,8Z,11Z,14Z))","pi_16_0_20_4_5z_8z_11z_14z","HMDB09789","HMDB0009789"
"CHEM100008985","","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3)*","CHEM100008985","","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3)*","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3)*","1_palmitoyl_2_dihomo_linolenoyl_gpc_16_0_20_3","CHEM100008985","CHEM100008985"
"CHEM100008915","HMDB0007991","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","CHEM100008915","HMDB0007991","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","pc_16_0_22_6_4z_7z_10z_13z_16z_19z","CHEM100008915","CHEM100008915"
"CHEM100008991","HMDB05324","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","CHEM100008991","HMDB0005324","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","pe_16_0_22_6_4z_7z_10z_13z_16z_19z","CHEM100008991","CHEM100008991"
"HMDB07973","HMDB0007973","PC(16:0/18:2(9Z,12Z))","HMDB07973","HMDB0007973","PC(16:0/18:2(9Z,12Z))","PC(16:0/18:2(9Z,12Z))","pc_16_0_18_2_9z_12z","HMDB07973","HMDB0007973"
"HMDB05322","HMDB05322","PE(16:0/18:2(9Z,12Z))","HMDB05322","HMDB0005322","PE(16:0/18:2(9Z,12Z))","PE(16:0/18:2(9Z,12Z))","pe_16_0_18_2_9z_12z","HMDB05322","HMDB0005322"
"HMDB09784","HMDB0009784","PI(16:0/18:2(9Z,12Z))","HMDB09784","HMDB0009784","PI(16:0/18:2(9Z,12Z))","PI(16:0/18:2(9Z,12Z))","pi_16_0_18_2_9z_12z","HMDB09784","HMDB0009784"
"HMDB07972","HMDB0007972","PC(16:0/18:1(9Z))","HMDB07972","HMDB0007972","PC(16:0/18:1(9Z))","PC(16:0/18:1(9Z))","pc_16_0_18_1_9z","HMDB07972","HMDB0007972"
"HMDB05320","HMDB05320","PE(16:0/18:1(9Z))","HMDB05320","HMDB0005320","PE(16:0/18:1(9Z))","PE(16:0/18:1(9Z))","pe_16_0_18_1_9z","HMDB05320","HMDB0005320"
"HMDB09783","HMDB0009783","PI(16:0/18:1(9Z))","HMDB09783","HMDB0009783","PI(16:0/18:1(9Z))","PI(16:0/18:1(9Z))","pi_16_0_18_1_9z","HMDB09783","HMDB0009783"
"HMDB07969","HMDB0007969","PC(16:0/16:1(9Z))","HMDB07969","HMDB0007969","PC(16:0/16:1(9Z))","PC(16:0/16:1(9Z))","pc_16_0_16_1_9z","HMDB07969","HMDB0007969"
"HMDB07970","HMDB0007970","PC(16:0/18:0)","HMDB07970","HMDB0007970","PC(16:0/18:0)","PC(16:0/18:0)","pc_16_0_18_0","HMDB07970","HMDB0007970"
"HMDB00327","HMDB00327","LysoPA(16:0/0:0)","HMDB00327","HMDB0000327","LysoPA(16:0/0:0)","LysoPA(16:0/0:0)","lysopa_16_0_0_0","HMDB00327","HMDB0000327"
"HMDB10382","HMDB0010382","LysoPC(16:0)","HMDB10382","HMDB0010382","LysoPC(16:0)","LysoPC(16:0)","lysopc_16_0","HMDB10382","HMDB0010382"
"HMDB11503","HMDB0011503","LysoPE(16:0/0:0)","HMDB11503","HMDB0011503","LysoPE(16:0/0:0)","LysoPE(16:0/0:0)","lysope_16_0_0_0","HMDB11503","HMDB0011503"
"CHEM100005717","","1-palmitoyl-GPG (16:0)* or 1-palmitoylglycerophosphoglycerol*","CHEM100005717","","1-palmitoyl-GPG (16:0)* or 1-palmitoylglycerophosphoglycerol*","1-palmitoyl-GPG (16:0)*","1_palmitoyl_gpg_16_0","CHEM100005717","CHEM100005717"
"CHEM100005717","","1-palmitoyl-GPG (16:0)* or 1-palmitoylglycerophosphoglycerol*","CHEM100005717","","1-palmitoyl-GPG (16:0)* or 1-palmitoylglycerophosphoglycerol*","1-palmitoylglycerophosphoglycerol*","1_palmitoylglycerophosphoglycerol","CHEM100005717","CHEM100005717"
"HMDB61695","HMDB0061695","1-Palmitoylglycerophosphoinositol","HMDB61695","HMDB0061695","1-Palmitoylglycerophosphoinositol","1-Palmitoylglycerophosphoinositol","1_palmitoylglycerophosphoinositol","HMDB61695","HMDB0061695"
"HMDB31074","HMDB0031074","Glycerol 1-hexadecanoate","HMDB31074","HMDB0031074","Glycerol 1-hexadecanoate","Glycerol 1-hexadecanoate","glycerol 1_hexadecanoate","HMDB31074","HMDB0031074"
"CHEM100001431","","1-pentadecanoylglycerol (1-monopentadecanoin) or 1-pentadecanoylglycerol (15:0)","CHEM100001431","","1-pentadecanoylglycerol (1-monopentadecanoin) or 1-pentadecanoylglycerol (15:0)","1-pentadecanoylglycerol (1-monopentadecanoin)","1_pentadecanoylglycerol_1_monopentadecanoin","CHEM100001431","CHEM100001431"
"CHEM100001431","","1-pentadecanoylglycerol (1-monopentadecanoin) or 1-pentadecanoylglycerol (15:0)","CHEM100001431","","1-pentadecanoylglycerol (1-monopentadecanoin) or 1-pentadecanoylglycerol (15:0)","1-pentadecanoylglycerol (15:0)","1_pentadecanoylglycerol_15_0","CHEM100001431","CHEM100001431"
"COMP61868","HMDB0002331","Imidazoleacetic acid riboside","COMP61868","HMDB0002331","Imidazoleacetic acid riboside","Imidazoleacetic acid riboside","imidazoleacetic acid riboside","COMP61868","COMP61868"
"HMDB08048","HMDB0008048","PC(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB08048","HMDB0008048","PC(18:0/20:4(5Z,8Z,11Z,14Z))","PC(18:0/20:4(5Z,8Z,11Z,14Z))","pc_18_0_20_4_5z_8z_11z_14z","HMDB08048","HMDB0008048"
"HMDB09003","HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB09003","HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))","PE(18:0/20:4(5Z,8Z,11Z,14Z))","pe_18_0_20_4_5z_8z_11z_14z","HMDB09003","HMDB0009003"
"HMDB09815","HMDB0009815","PI(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB09815","HMDB0009815","PI(18:0/20:4(5Z,8Z,11Z,14Z))","PI(18:0/20:4(5Z,8Z,11Z,14Z))","pi_18_0_20_4_5z_8z_11z_14z","HMDB09815","HMDB0009815"
"CHEM100001872","HMDB0012383","PS(18:0/20:4(5Z,8Z,11Z,14Z))","CHEM100001872","HMDB0012383","PS(18:0/20:4(5Z,8Z,11Z,14Z))","PS(18:0/20:4(5Z,8Z,11Z,14Z))","ps_18_0_20_4_5z_8z_11z_14z","CHEM100001872","CHEM100001872"
"CHEM100008916","HMDB0008057","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","CHEM100008916","HMDB0008057","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","pc_18_0_22_6_4z_7z_10z_13z_16z_19z","CHEM100008916","CHEM100008916"
"CHEM100008992","HMDB05334","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","CHEM100008992","HMDB0005334","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","pe_18_0_22_6_4z_7z_10z_13z_16z_19z","CHEM100008992","CHEM100008992"
"HMDB08039","HMDB0008039","PC(18:0/18:2(9Z,12Z))","HMDB08039","HMDB0008039","PC(18:0/18:2(9Z,12Z))","PC(18:0/18:2(9Z,12Z))","pc_18_0_18_2_9z_12z","HMDB08039","HMDB0008039"
"HMDB08994","HMDB0008994","PE(18:0/18:2(9Z,12Z))","HMDB08994","HMDB0008994","PE(18:0/18:2(9Z,12Z))","PE(18:0/18:2(9Z,12Z))","pe_18_0_18_2_9z_12z","HMDB08994","HMDB0008994"
"HMDB09809","HMDB0009809","PI(18:0/18:2(9Z,12Z))","HMDB09809","HMDB0009809","PI(18:0/18:2(9Z,12Z))","PI(18:0/18:2(9Z,12Z))","pi_18_0_18_2_9z_12z","HMDB09809","HMDB0009809"
"HMDB08038","HMDB0008038","PC(18:0/18:1(9Z))","HMDB08038","HMDB0008038","PC(18:0/18:1(9Z))","PC(18:0/18:1(9Z))","pc_18_0_18_1_9z","HMDB08038","HMDB0008038"
"HMDB08993","HMDB0008993","PE(18:0/18:1(9Z))","HMDB08993","HMDB0008993","PE(18:0/18:1(9Z))","PE(18:0/18:1(9Z))","pe_18_0_18_1_9z","HMDB08993","HMDB0008993"
"CHEM100009181","","1-stearoyl-2-oleoyl-GPI (18:0/18:1)*","CHEM100009181","","1-stearoyl-2-oleoyl-GPI (18:0/18:1)*","1-stearoyl-2-oleoyl-GPI (18:0/18:1)*","1_stearoyl_2_oleoyl_gpi_18_0_18_1","CHEM100009181","CHEM100009181"
"HMDB10163","HMDB0010163","PS(18:0/18:1(9Z))","HMDB10163","HMDB0010163","PS(18:0/18:1(9Z))","PS(18:0/18:1(9Z))","ps_18_0_18_1_9z","HMDB10163","HMDB0010163"
"HMDB10384","HMDB0010384","LysoPC(18:0)","HMDB10384","HMDB0010384","LysoPC(18:0)","LysoPC(18:0)","lysopc_18_0","HMDB10384","HMDB0010384"
"HMDB11130","HMDB0011130","LysoPE(18:0/0:0)","HMDB11130","HMDB0011130","LysoPE(18:0/0:0)","LysoPE(18:0/0:0)","lysope_18_0_0_0","HMDB11130","HMDB0011130"
"CHEM100001462","","1-stearoyl-GPG (18:0) or 1-stearoylglycerophosphoglycerol","CHEM100001462","","1-stearoyl-GPG (18:0) or 1-stearoylglycerophosphoglycerol","1-stearoyl-GPG (18:0)","1_stearoyl_gpg_18_0","CHEM100001462","CHEM100001462"
